Kabupaten_Kota,Provinsi,Jenis_Daging,Tahun,Konsumsi_per_Minggu_dalam_Kg,Pengeluaran_per_Minggu_dalam_IDR
Lingga,Kepulauan Riau,Daging sapi,2023,,12.39
Kepulauan Anambas,Kepulauan Riau,Daging sapi,2023,0.007,836.92
Kota Batam,Kepulauan Riau,Daging sapi,2023,0.012,1274.09
Kota Tanjung Pinang,Kepulauan Riau,Daging sapi,2023,0.01,1177.07
Kep. Seribu,DKI Jakarta,Daging sapi,2023,0.039,3498.27
Kota Jakarta Selatan,DKI Jakarta,Daging sapi,2023,0.05,6117.01
Kota Jakarta Timur,DKI Jakarta,Daging sapi,2023,0.052,6595.16
Kota Jakarta Pusat,DKI Jakarta,Daging sapi,2023,0.033,3921.5
Kota Jakarta Barat,DKI Jakarta,Daging sapi,2023,0.04,5379.32
Kota Jakarta Utara,DKI Jakarta,Daging sapi,2023,0.034,4488.33
Bogor,Jawa Barat,Daging sapi,2023,0.01,1476.9
Sukabumi,Jawa Barat,Daging sapi,2023,0.01,1410.06
Cianjur,Jawa Barat,Daging sapi,2023,0.006,733.12
Bandung,Jawa Barat,Daging sapi,2023,0.009,1156.7
Garut,Jawa Barat,Daging sapi,2023,0.003,364.74
Tasikmalaya,Jawa Barat,Daging sapi,2023,0.007,782
Ciamis,Jawa Barat,Daging sapi,2023,0.006,856.34
Kuningan,Jawa Barat,Daging sapi,2023,0.008,1067.51
Cirebon,Jawa Barat,Daging sapi,2023,0.005,667.57
Majalengka,Jawa Barat,Daging sapi,2023,0.004,555.88
Sumedang,Jawa Barat,Daging sapi,2023,0.005,731
Indramayu,Jawa Barat,Daging sapi,2023,0.005,801.72
Subang,Jawa Barat,Daging sapi,2023,0.006,871.67
Purwakarta,Jawa Barat,Daging sapi,2023,0.008,1141.59
Karawang,Jawa Barat,Daging sapi,2023,0.007,1045.99
Bekasi,Jawa Barat,Daging sapi,2023,0.013,1778.2
Bandung Barat,Jawa Barat,Daging sapi,2023,0.008,1154.55
Pangandaran,Jawa Barat,Daging sapi,2023,0.006,799.68
Kota Bogor,Jawa Barat,Daging sapi,2023,0.015,2820.72
Kota Sukabumi,Jawa Barat,Daging sapi,2023,0.011,2217.69
Kota Bandung,Jawa Barat,Daging sapi,2023,0.021,3868.8
Kota Cirebon,Jawa Barat,Daging sapi,2023,0.015,2628.67
Kota Bekasi,Jawa Barat,Daging sapi,2023,0.036,4966.14
Kota Depok,Jawa Barat,Daging sapi,2023,0.024,4303.09
Kota Cimahi,Jawa Barat,Daging sapi,2023,0.015,2354.51
Kota Tasikmalaya,Jawa Barat,Daging sapi,2023,0.013,1999.75
Kota Banjar,Jawa Barat,Daging sapi,2023,0.016,1789.63
Cilacap,Jawa Tengah,Daging sapi,2023,0.002,219.04
Banyumas,Jawa Tengah,Daging sapi,2023,0.004,613.46
Purbalingga,Jawa Tengah,Daging sapi,2023,0.001,139.73
Banjarnegara,Jawa Tengah,Daging sapi,2023,0.007,819.46
Kebumen,Jawa Tengah,Daging sapi,2023,0.002,277.85
Purworejo,Jawa Tengah,Daging sapi,2023,0.004,639.65
Wonosobo,Jawa Tengah,Daging sapi,2023,0.006,857.57
Magelang,Jawa Tengah,Daging sapi,2023,0.003,483.34
Boyolali,Jawa Tengah,Daging sapi,2023,0.002,316.83
Klaten,Jawa Tengah,Daging sapi,2023,0.002,281.49
Sukoharjo,Jawa Tengah,Daging sapi,2023,0.005,753.74
Wonogiri,Jawa Tengah,Daging sapi,2023,0.005,549.4
Karanganyar,Jawa Tengah,Daging sapi,2023,0.004,555.55
Sragen,Jawa Tengah,Daging sapi,2023,0.003,379.29
Grobogan,Jawa Tengah,Daging sapi,2023,0.002,211.17
Blora,Jawa Tengah,Daging sapi,2023,0.005,636.41
Rembang,Jawa Tengah,Daging sapi,2023,0.003,424.31
Pati,Jawa Tengah,Daging sapi,2023,0.01,1314.96
Kudus,Jawa Tengah,Daging sapi,2023,0.002,317.31
Jepara,Jawa Tengah,Daging sapi,2023,0.001,116.74
Demak,Jawa Tengah,Daging sapi,2023,0.006,715.3
Semarang,Jawa Tengah,Daging sapi,2023,0.008,1032.7
Temanggung,Jawa Tengah,Daging sapi,2023,0.004,455.05
Kendal,Jawa Tengah,Daging sapi,2023,0.005,625.33
Batang,Jawa Tengah,Daging sapi,2023,0.005,703.39
Pekalongan,Jawa Tengah,Daging sapi,2023,0.006,781.72
Pemalang,Jawa Tengah,Daging sapi,2023,0.004,494.36
Tegal,Jawa Tengah,Daging sapi,2023,0.002,197.4
Brebes,Jawa Tengah,Daging sapi,2023,0.001,185.22
Kota Magelang,Jawa Tengah,Daging sapi,2023,0.007,956.76
Kota Surakarta,Jawa Tengah,Daging sapi,2023,0.007,981.26
Kota Salatiga,Jawa Tengah,Daging sapi,2023,0.013,2022.12
Kota Semarang,Jawa Tengah,Daging sapi,2023,0.008,1108.73
Kota Pekalongan,Jawa Tengah,Daging sapi,2023,0.008,1023.16
Kota Tegal,Jawa Tengah,Daging sapi,2023,0.002,226.63
Kulon Progo,Daerah Istimewa Yogyakarta,Daging sapi,2023,0.001,186.57
Bantul,Daerah Istimewa Yogyakarta,Daging sapi,2023,0.008,1095.68
Gunung Kidul,Daerah Istimewa Yogyakarta,Daging sapi,2023,0.001,206.71
Sleman,Daerah Istimewa Yogyakarta,Daging sapi,2023,0.006,1155.52
Kota Yogyakarta,Daerah Istimewa Yogyakarta,Daging sapi,2023,0.009,1147.67
Pacitan,Jawa Timur,Daging sapi,2023,0.002,316.88
Ponorogo,Jawa Timur,Daging sapi,2023,0.004,538.11
Trenggalek,Jawa Timur,Daging sapi,2023,0.004,458.43
Tulungagung,Jawa Timur,Daging sapi,2023,0.006,646.24
Blitar,Jawa Timur,Daging sapi,2023,0.005,565.85
Kediri,Jawa Timur,Daging sapi,2023,0.005,645.1
Malang,Jawa Timur,Daging sapi,2023,0.011,1357.05
Lumajang,Jawa Timur,Daging sapi,2023,0.025,3078.24
Jember,Jawa Timur,Daging sapi,2023,0.009,1085.6
Banyuwangi,Jawa Timur,Daging sapi,2023,0.008,1018.95
Bondowoso,Jawa Timur,Daging sapi,2023,0.009,992.11
Situbondo,Jawa Timur,Daging sapi,2023,0.006,783.01
Probolinggo,Jawa Timur,Daging sapi,2023,0.009,944.36
Pasuruan,Jawa Timur,Daging sapi,2023,0.01,1024.05
Sidoarjo,Jawa Timur,Daging sapi,2023,0.036,4681.58
Mojokerto,Jawa Timur,Daging sapi,2023,0.024,3005.32
Jombang,Jawa Timur,Daging sapi,2023,0.016,1562.49
Nganjuk,Jawa Timur,Daging sapi,2023,0.006,593.03
Madiun,Jawa Timur,Daging sapi,2023,0.004,558.89
Magetan,Jawa Timur,Daging sapi,2023,0.003,463.67
Ngawi,Jawa Timur,Daging sapi,2023,,23.18
Bojonegoro,Jawa Timur,Daging sapi,2023,0.01,1182.76
Tuban,Jawa Timur,Daging sapi,2023,0.014,1639.54
Lamongan,Jawa Timur,Daging sapi,2023,0.01,1241.76
Gresik,Jawa Timur,Daging sapi,2023,0.019,2336.6
Bangkalan,Jawa Timur,Daging sapi,2023,0.019,2196.11
Sampang,Jawa Timur,Daging sapi,2023,0.01,1055.8
Pamekasan,Jawa Timur,Daging sapi,2023,0.018,2003.63
Sumenep,Jawa Timur,Daging sapi,2023,0.023,2674
Kota Kediri,Jawa Timur,Daging sapi,2023,0.011,1223.97
Kota Blitar,Jawa Timur,Daging sapi,2023,0.006,905.12
Kota Malang,Jawa Timur,Daging sapi,2023,0.018,2755.48
Kota Probolinggo,Jawa Timur,Daging sapi,2023,0.014,1652.91
Kota Pasuruan,Jawa Timur,Daging sapi,2023,0.014,1750.75
Kota Mojokerto,Jawa Timur,Daging sapi,2023,0.023,2857.46
Kota Madiun,Jawa Timur,Daging sapi,2023,0.016,2390.23
Kota Surabaya,Jawa Timur,Daging sapi,2023,0.037,5094.06
Kota Batu,Jawa Timur,Daging sapi,2023,0.016,1933.27
Pandeglang,Banten,Daging sapi,2023,0.001,166.18
Lebak,Banten,Daging sapi,2023,0.002,233.6
Tangerang,Banten,Daging sapi,2023,0.006,759.62
Serang,Banten,Daging sapi,2023,0.003,407.19
Kota Tangerang,Banten,Daging sapi,2023,0.03,4547.32
Kota Cilegon,Banten,Daging sapi,2023,0.013,1761.26
Kota Serang,Banten,Daging sapi,2023,0.008,1217.85
Kota Tangerang Selatan,Banten,Daging sapi,2023,0.028,3817.6
Jembrana,Bali,Daging sapi,2023,0.002,189.24
Tabanan,Bali,Daging sapi,2023,0.002,269.28
Badung,Bali,Daging sapi,2023,0.001,95.41
Gianyar,Bali,Daging sapi,2023,0.002,258.11
Klungkung,Bali,Daging sapi,2023,0.002,204.97
Bangli,Bali,Daging sapi,2023,0.001,146.8
Karangasem,Bali,Daging sapi,2023,0.001,54.16
Buleleng,Bali,Daging sapi,2023,,43.93
Kota Denpasar,Bali,Daging sapi,2023,0.009,942.73
Lombok Barat,Nusa Tenggara Barat,Daging sapi,2023,0.016,1948.1
Lombok Tengah,Nusa Tenggara Barat,Daging sapi,2023,0.011,1396.94
Lombok Timur,Nusa Tenggara Barat,Daging sapi,2023,0.019,2302.62
Sumbawa,Nusa Tenggara Barat,Daging sapi,2023,0.017,2291.53
Dompu,Nusa Tenggara Barat,Daging sapi,2023,0.01,1185.09
Bima,Nusa Tenggara Barat,Daging sapi,2023,0.004,513.25
Sumbawa Barat,Nusa Tenggara Barat,Daging sapi,2023,0.023,3050.43
Lombok Utara,Nusa Tenggara Barat,Daging sapi,2023,0.015,1802.19
Kota Mataram,Nusa Tenggara Barat,Daging sapi,2023,0.021,2893.48
Kota Bima,Nusa Tenggara Barat,Daging sapi,2023,0.008,1153.62
Sumba Barat,Nusa Tenggara Timur,Daging sapi,2023,0.012,1250.79
Sumba Timur,Nusa Tenggara Timur,Daging sapi,2023,0.003,333.91
Kupang,Nusa Tenggara Timur,Daging sapi,2023,0.01,913.52
Timor Tengah Selatan,Nusa Tenggara Timur,Daging sapi,2023,0.02,1969.7
Timor Tengah Utara,Nusa Tenggara Timur,Daging sapi,2023,0.024,2403.36
Belu,Nusa Tenggara Timur,Daging sapi,2023,0.044,4562.76
Alor,Nusa Tenggara Timur,Daging sapi,2023,0.004,431.85
Lembata,Nusa Tenggara Timur,Daging sapi,2023,,38.55
Flores Timur,Nusa Tenggara Timur,Daging sapi,2023,,49.79
Sikka,Nusa Tenggara Timur,Daging sapi,2023,0.002,234.9
Ende,Nusa Tenggara Timur,Daging sapi,2023,0.002,267.86
Ngada,Nusa Tenggara Timur,Daging sapi,2023,0.002,237.86
Manggarai,Nusa Tenggara Timur,Daging sapi,2023,0.007,904.91
Rote Ndao,Nusa Tenggara Timur,Daging sapi,2023,0.012,1001.63
Manggarai Barat,Nusa Tenggara Timur,Daging sapi,2023,0.001,135.67
Sumba Tengah,Nusa Tenggara Timur,Daging sapi,2023,0.005,451.07
Sumba Barat Daya,Nusa Tenggara Timur,Daging sapi,2023,0.017,1345.74
Nagekeo,Nusa Tenggara Timur,Daging sapi,2023,0.003,295.36
Manggarai Timur,Nusa Tenggara Timur,Daging sapi,2023,0.001,88.79
Sabu Raijua,Nusa Tenggara Timur,Daging sapi,2023,0.005,517.53
Malaka,Nusa Tenggara Timur,Daging sapi,2023,0.015,1761.86
Kota Kupang,Nusa Tenggara Timur,Daging sapi,2023,0.011,1139.6
Sambas,Kalimantan Barat,Daging sapi,2023,0.003,330.18
Bengkayang,Kalimantan Barat,Daging sapi,2023,0.002,276.34
Landak,Kalimantan Barat,Daging sapi,2023,0.002,239.56
Mempawah,Kalimantan Barat,Daging sapi,2023,0.005,665.47
Sanggau,Kalimantan Barat,Daging sapi,2023,0.006,974.58
Ketapang,Kalimantan Barat,Daging sapi,2023,0.006,814.47
Sintang,Kalimantan Barat,Daging sapi,2023,0.005,890.48
Kapuas Hulu,Kalimantan Barat,Daging sapi,2023,0.007,892.65
Sekadau,Kalimantan Barat,Daging sapi,2023,0.007,922.93
Melawi,Kalimantan Barat,Daging sapi,2023,0.009,1425.26
Kayong Utara,Kalimantan Barat,Daging sapi,2023,0.002,273.58
Kubu Raya,Kalimantan Barat,Daging sapi,2023,0.002,229.25
Kota Pontianak,Kalimantan Barat,Daging sapi,2023,0.011,1582.33
Kota Singkawang,Kalimantan Barat,Daging sapi,2023,0.007,930.58
Kotawaringin Barat,Kalimantan Tengah,Daging sapi,2023,0.01,1331.33
Kotawaringin Timur,Kalimantan Tengah,Daging sapi,2023,0.002,327.3
Kapuas,Kalimantan Tengah,Daging sapi,2023,0.007,1006.89
Barito Selatan,Kalimantan Tengah,Daging sapi,2023,,14.84
Barito Utara,Kalimantan Tengah,Daging sapi,2023,0.004,572.76
Sukamara,Kalimantan Tengah,Daging sapi,2023,0.005,678.55
Lamandau,Kalimantan Tengah,Daging sapi,2023,0.008,1289.03
Seruyan,Kalimantan Tengah,Daging sapi,2023,0.001,231.86
Katingan,Kalimantan Tengah,Daging sapi,2023,0.009,1196.67
Pulang Pisau,Kalimantan Tengah,Daging sapi,2023,0.002,289.57
Gunung Mas,Kalimantan Tengah,Daging sapi,2023,0.006,671.17
Barito Timur,Kalimantan Tengah,Daging sapi,2023,0.002,288.89
Murung Raya,Kalimantan Tengah,Daging sapi,2023,0.01,1515.57
Kota Palangka Raya,Kalimantan Tengah,Daging sapi,2023,0.005,687.21
Tanah Laut,Kalimantan Selatan,Daging sapi,2023,0.003,399.65
Kota Baru,Kalimantan Selatan,Daging sapi,2023,0.002,257.91
Banjar,Kalimantan Selatan,Daging sapi,2023,0.003,478.84
Barito Kuala,Kalimantan Selatan,Daging sapi,2023,,58.45
Tapin,Kalimantan Selatan,Daging sapi,2023,0.004,500.54
Hulu Sungai Selatan,Kalimantan Selatan,Daging sapi,2023,,7.56
Hulu Sungai Tengah,Kalimantan Selatan,Daging sapi,2023,0.002,233.29
Hulu Sungai Utara,Kalimantan Selatan,Daging sapi,2023,0.001,168.62
Tabalong,Kalimantan Selatan,Daging sapi,2023,0.005,853.65
Tanah Bumbu,Kalimantan Selatan,Daging sapi,2023,0.005,708.55
Balangan,Kalimantan Selatan,Daging sapi,2023,0.002,297.89
Kota Banjarmasin,Kalimantan Selatan,Daging sapi,2023,0.006,860.28
Kota Banjar Baru,Kalimantan Selatan,Daging sapi,2023,0.01,1594.48
Paser,Kalimantan Timur,Daging sapi,2023,0.006,774.5
Kutai Barat,Kalimantan Timur,Daging sapi,2023,0.003,461.04
Kutai Kartanegara,Kalimantan Timur,Daging sapi,2023,0.007,891.21
Kutai Timur,Kalimantan Timur,Daging sapi,2023,0.011,1426.36
Berau,Kalimantan Timur,Daging sapi,2023,0.009,1266.79
Penajam Paser Utara,Kalimantan Timur,Daging sapi,2023,0.001,199.74
Mahakam Ulu,Kalimantan Timur,Daging sapi,2023,0.007,957.68
Kota Balikpapan,Kalimantan Timur,Daging sapi,2023,0.015,2339.32
Kota Samarinda,Kalimantan Timur,Daging sapi,2023,0.012,1658.65
Kota Bontang,Kalimantan Timur,Daging sapi,2023,0.009,1385.42
Malinau,Kalimantan Utara,Daging sapi,2023,0.001,115.48
Bulungan,Kalimantan Utara,Daging sapi,2023,0.005,666.3
Tana Tidung,Kalimantan Utara,Daging sapi,2023,0.01,1370.99
Nunukan,Kalimantan Utara,Daging sapi,2023,0.003,257.86
Kota Tarakan,Kalimantan Utara,Daging sapi,2023,0.009,923.06
Bolaang Mongondow,Sulawesi Utara,Daging sapi,2023,0.002,246.63
Minahasa,Sulawesi Utara,Daging sapi,2023,,9.15
Kepulauan Sangihe,Sulawesi Utara,Daging sapi,2023,0.001,115.14
Kepulauan Talaud,Sulawesi Utara,Daging sapi,2023,0.002,206.39
Minahasa Selatan,Sulawesi Utara,Daging sapi,2023,0.001,89.7
Minahasa Utara,Sulawesi Utara,Daging sapi,2023,0.002,281.49
Bolaang Mongondow Utara,Sulawesi Utara,Daging sapi,2023,0.004,361.75
Siau Tagulandang Biaro,Sulawesi Utara,Daging sapi,2023,,
Minahasa Tenggara,Sulawesi Utara,Daging sapi,2023,0.001,99.08
Bolaang Mongondow Selatan,Sulawesi Utara,Daging sapi,2023,0.002,223.81
Bolaang Mongondow Timur,Sulawesi Utara,Daging sapi,2023,0.007,818.1
Kota Manado,Sulawesi Utara,Daging sapi,2023,0.003,266.91
Kota Bitung,Sulawesi Utara,Daging sapi,2023,0.001,170.25
Kota Tomohon,Sulawesi Utara,Daging sapi,2023,0.001,130.69
Kota Kotamobagu,Sulawesi Utara,Daging sapi,2023,0.002,190.12
Banggai Kepulauan,Sulawesi Tengah,Daging sapi,2023,0.001,60.69
Banggai,Sulawesi Tengah,Daging sapi,2023,0.002,218.8
Morowali,Sulawesi Tengah,Daging sapi,2023,0.004,568.28
Poso,Sulawesi Tengah,Daging sapi,2023,0.004,504.41
Donggala,Sulawesi Tengah,Daging sapi,2023,0.002,175.44
Toli-Toli,Sulawesi Tengah,Daging sapi,2023,0.003,312.77
Buol,Sulawesi Tengah,Daging sapi,2023,0.004,507.32
Parigi Moutong,Sulawesi Tengah,Daging sapi,2023,,49.44
Tojo Una-Una,Sulawesi Tengah,Daging sapi,2023,0.001,176.69
Sigi,Sulawesi Tengah,Daging sapi,2023,0.003,298.29
Banggai Laut,Sulawesi Tengah,Daging sapi,2023,,32.27
Morowali Utara,Sulawesi Tengah,Daging sapi,2023,0.004,361.45
Kota Palu,Sulawesi Tengah,Daging sapi,2023,0.009,1041.53
Kepulauan Selayar,Sulawesi Selatan,Daging sapi,2023,0.002,216.5
Bulukumba,Sulawesi Selatan,Daging sapi,2023,0.003,337.45
Bantaeng,Sulawesi Selatan,Daging sapi,2023,,52.68
Jeneponto,Sulawesi Selatan,Daging sapi,2023,0.002,221.34
Takalar,Sulawesi Selatan,Daging sapi,2023,0.001,66.57
Gowa,Sulawesi Selatan,Daging sapi,2023,0.003,344.99
Sinjai,Sulawesi Selatan,Daging sapi,2023,0.005,520.78
Maros,Sulawesi Selatan,Daging sapi,2023,0.006,593.15
Pangkajene dan Kepulauan,Sulawesi Selatan,Daging sapi,2023,0.006,625.33
Barru,Sulawesi Selatan,Daging sapi,2023,0.003,427.88
Bone,Sulawesi Selatan,Daging sapi,2023,0.001,67.73
Soppeng,Sulawesi Selatan,Daging sapi,2023,0.002,267.62
Wajo,Sulawesi Selatan,Daging sapi,2023,0.002,153.82
Sidenreng Rappang,Sulawesi Selatan,Daging sapi,2023,0.002,222.09
Pinrang,Sulawesi Selatan,Daging sapi,2023,0.002,201.64
Enrekang,Sulawesi Selatan,Daging sapi,2023,0.006,829.02
Luwu,Sulawesi Selatan,Daging sapi,2023,0.005,658.52
Tana Toraja,Sulawesi Selatan,Daging sapi,2023,0.001,108.16
Luwu Utara,Sulawesi Selatan,Daging sapi,2023,0.004,510.62
Luwu Timur,Sulawesi Selatan,Daging sapi,2023,0.002,321.19
Toraja Utara,Sulawesi Selatan,Daging sapi,2023,,
Kota Makasar,Sulawesi Selatan,Daging sapi,2023,0.013,1319.67
Kota Parepare,Sulawesi Selatan,Daging sapi,2023,0.001,155.08
Kota Palopo,Sulawesi Selatan,Daging sapi,2023,0.009,1258.7
Buton,Sulawesi Tenggara,Daging sapi,2023,,31.12
Muna,Sulawesi Tenggara,Daging sapi,2023,0.002,290.93
Konawe,Sulawesi Tenggara,Daging sapi,2023,0.01,1266.31
Kolaka,Sulawesi Tenggara,Daging sapi,2023,0.001,162.54
Konawe Selatan,Sulawesi Tenggara,Daging sapi,2023,0.001,115.82
Bombana,Sulawesi Tenggara,Daging sapi,2023,0.005,612.33
Wakatobi,Sulawesi Tenggara,Daging sapi,2023,,48.65
Kolaka Utara,Sulawesi Tenggara,Daging sapi,2023,0.002,210.7
Buton Utara,Sulawesi Tenggara,Daging sapi,2023,,9.66
Konawe Utara,Sulawesi Tenggara,Daging sapi,2023,0.004,451.4
Kolaka Timur,Sulawesi Tenggara,Daging sapi,2023,0.001,167.07
Konawe Kepulauan,Sulawesi Tenggara,Daging sapi,2023,0.004,492.21
Muna Barat,Sulawesi Tenggara,Daging sapi,2023,0.001,67.57
Buton Tengah,Sulawesi Tenggara,Daging sapi,2023,,35.61
Buton Selatan,Sulawesi Tenggara,Daging sapi,2023,,
Kota Kendari,Sulawesi Tenggara,Daging sapi,2023,0.01,1376.18
Kota Baubau,Sulawesi Tenggara,Daging sapi,2023,0.001,79.92
Boalemo,Gorontalo,Daging sapi,2023,0.009,1129.8
Gorontalo,Gorontalo,Daging sapi,2023,0.006,781.2
Pohuwato,Gorontalo,Daging sapi,2023,0.003,391.3
Bone Bolango,Gorontalo,Daging sapi,2023,0.002,187.22
Gorontalo Utara,Gorontalo,Daging sapi,2023,0.008,957.38
Kota Gorontalo,Gorontalo,Daging sapi,2023,0.003,395.77
Majene,Sulawesi Barat,Daging sapi,2023,,
Polewali Mandar,Sulawesi Barat,Daging sapi,2023,0.001,144.25
Mamasa,Sulawesi Barat,Daging sapi,2023,0.004,599.3
Mamuju,Sulawesi Barat,Daging sapi,2023,0.001,105.61
Mamuju Utara,Sulawesi Barat,Daging sapi,2023,0.003,336.46
Mamuju Tengah,Sulawesi Barat,Daging sapi,2023,0.004,530.99
Maluku Tenggara Barat,Maluku,Daging sapi,2023,0.002,313.31
Maluku Tenggara,Maluku,Daging sapi,2023,,20.28
Maluku Tengah,Maluku,Daging sapi,2023,0.006,527.7
Buru,Maluku,Daging sapi,2023,0.003,347.01
Kepulauan Aru,Maluku,Daging sapi,2023,,19.52
Seram Bagian Barat,Maluku,Daging sapi,2023,,
Seram Bagian Timur,Maluku,Daging sapi,2023,0.001,74.08
Maluku Barat Daya,Maluku,Daging sapi,2023,0.006,391.17
Buru Selatan,Maluku,Daging sapi,2023,0.002,218.33
Kota Ambon,Maluku,Daging sapi,2023,,
Kota Tual,Maluku,Daging sapi,2023,0.001,92.06
Halmahera Barat,Maluku Utara,Daging sapi,2023,0.002,276.06
Halmahera Tengah,Maluku Utara,Daging sapi,2023,0.001,77.86
Kepulauan Sula,Maluku Utara,Daging sapi,2023,0.003,400.06
Halmahera Selatan,Maluku Utara,Daging sapi,2023,0.001,84.38
Halmahera Utara,Maluku Utara,Daging sapi,2023,0.002,273.51
Halmahera Timur,Maluku Utara,Daging sapi,2023,0.004,467.73
Pulau Morotai,Maluku Utara,Daging sapi,2023,0.001,138.36
Pulau Taliabu,Maluku Utara,Daging sapi,2023,0.007,827.5
Kota Ternate,Maluku Utara,Daging sapi,2023,0.002,261.8
Kota Tidore Kepulauan,Maluku Utara,Daging sapi,2023,0.001,108.26
Fakfak,Papua Barat,Daging sapi,2023,0.002,159.83
Kaimana,Papua Barat,Daging sapi,2023,0.002,235.77
Teluk Wondama,Papua Barat,Daging sapi,2023,,34.9
Teluk Bintuni,Papua Barat,Daging sapi,2023,0.008,921.1
Manokwari,Papua Barat,Daging sapi,2023,0.007,942.6
Manokwari Selatan,Papua Barat,Daging sapi,2023,0.001,253.15
Pegunungan Arfak,Papua Barat,Daging sapi,2023,,63.6
Raja Ampat,Papua Barat,Daging sapi,2023,,48.8
Sorong,Papua Barat,Daging sapi,2023,0.008,1001.16
Sorong Selatan,Papua Barat,Daging sapi,2023,,35.08
Maybrat,Papua Barat,Daging sapi,2023,0.001,100.94
Tambrauw,Papua Barat,Daging sapi,2023,,38.09
Kota Sorong,Papua Barat,Daging sapi,2023,0.001,149.34
Jayapura,Papua,Daging sapi,2023,0.007,877.75
Kepulauan Yapen,Papua,Daging sapi,2023,0.001,184.09
Biak Numfor,Papua,Daging sapi,2023,0.001,215.54
Sarmi,Papua,Daging sapi,2023,0.001,77.85
Keerom,Papua,Daging sapi,2023,0.005,648.98
Waropen,Papua,Daging sapi,2023,0.003,431.33
Supiori,Papua,Daging sapi,2023,0.001,127.46
Mamberamo Raya,Papua,Daging sapi,2023,0.001,204.75
Kota Jayapura,Papua,Daging sapi,2023,0.005,723.15
Merauke,Papua,Daging sapi,2023,0.016,1644.11
Boven Digoel,Papua,Daging sapi,2023,0.003,319.46
Mappi,Papua,Daging sapi,2023,0.002,180.3
Asmat,Papua,Daging sapi,2023,,13.62
Mimika,Papua,Daging sapi,2023,0.007,859.52
Dogiyai,Papua,Daging sapi,2023,,42.76
Deiyai,Papua,Daging sapi,2023,,6.55
Nabire,Papua,Daging sapi,2023,0.002,373.14
Paniai,Papua,Daging sapi,2023,,
Intan Jaya,Papua,Daging sapi,2023,,
Puncak,Papua,Daging sapi,2023,,8.13
Puncak Jaya,Papua,Daging sapi,2023,0.006,1367.07
Nduga,Papua,Daging sapi,2023,,
Jayawijaya,Papua,Daging sapi,2023,0.006,921.96
Lanny Jaya,Papua,Daging sapi,2023,,
Tolikara,Papua,Daging sapi,2023,,
Mamberamo Tengah,Papua,Daging sapi,2023,,47.48
Yalimo,Papua,Daging sapi,2023,0.002,310.15
Yahukimo,Papua,Daging sapi,2023,0.001,92.26
Pegunungan Bintang,Papua,Daging sapi,2023,0.002,444.81
Simeulue,Aceh,Daging ayam ras,2023,0.039,1715.74
Aceh Singkil,Aceh,Daging ayam ras,2023,0.133,4378.19
Aceh Selatan,Aceh,Daging ayam ras,2023,0.048,1733.93
Aceh Tenggara,Aceh,Daging ayam ras,2023,0.084,2599.39
Aceh Timur,Aceh,Daging ayam ras,2023,0.081,1988.26
Aceh Tengah,Aceh,Daging ayam ras,2023,0.083,2648.76
Aceh Barat,Aceh,Daging ayam ras,2023,0.068,2302.2
Aceh Besar,Aceh,Daging ayam ras,2023,0.071,2653.69
Pidie,Aceh,Daging ayam ras,2023,0.058,1665.82
Bireuen,Aceh,Daging ayam ras,2023,0.043,1499.72
Aceh Utara,Aceh,Daging ayam ras,2023,0.094,2459.02
Aceh Barat Daya,Aceh,Daging ayam ras,2023,0.034,1203.76
Gayo Lues,Aceh,Daging ayam ras,2023,0.149,5124.76
Aceh Tamiang,Aceh,Daging ayam ras,2023,0.122,2936.56
Nagan Raya,Aceh,Daging ayam ras,2023,0.199,6842.86
Aceh Jaya,Aceh,Daging ayam ras,2023,0.077,2537.18
Bener Meriah,Aceh,Daging ayam ras,2023,0.099,3332.11
Pidie Jaya,Aceh,Daging ayam ras,2023,0.085,2112.79
Kota Banda Aceh,Aceh,Daging ayam ras,2023,0.14,4551.93
Kota Sabang,Aceh,Daging ayam ras,2023,0.098,3848.12
Kota Langsa,Aceh,Daging ayam ras,2023,0.156,3781.52
Kota Lhokseumawe,Aceh,Daging ayam ras,2023,0.12,3557.42
Kota Subulussalam,Aceh,Daging ayam ras,2023,0.075,2494.54
Nias,Sumatera Utara,Daging ayam ras,2023,0.092,3128.85
Mandailing Natal,Sumatera Utara,Daging ayam ras,2023,0.083,3084.89
Tapanuli Selatan,Sumatera Utara,Daging ayam ras,2023,0.088,3413.05
Tapanuli Tengah,Sumatera Utara,Daging ayam ras,2023,0.054,1531.1
Tapanuli Utara,Sumatera Utara,Daging ayam ras,2023,0.101,3833.25
Toba Samosir,Sumatera Utara,Daging ayam ras,2023,0.115,4075.79
Labuhan Batu,Sumatera Utara,Daging ayam ras,2023,0.147,4099.15
Asahan,Sumatera Utara,Daging ayam ras,2023,0.17,4218.66
Simalungun,Sumatera Utara,Daging ayam ras,2023,0.119,3384.6
Dairi,Sumatera Utara,Daging ayam ras,2023,0.046,2211.39
Karo,Sumatera Utara,Daging ayam ras,2023,0.133,4979.24
Deli Serdang,Sumatera Utara,Daging ayam ras,2023,0.176,4803.15
Langkat,Sumatera Utara,Daging ayam ras,2023,0.128,3616.59
Nias Selatan,Sumatera Utara,Daging ayam ras,2023,0.109,3707.95
Humbang Hasundutan,Sumatera Utara,Daging ayam ras,2023,0.05,2084.69
Pakpak Bharat,Sumatera Utara,Daging ayam ras,2023,0.08,2796.07
