Kabupaten_Kota,Provinsi,Jenis_Daging,Tahun,Konsumsi_per_Minggu_dalam_Kg,Pengeluaran_per_Minggu_dalam_IDR,Kategori_Konsumsi,Kategori_Pengeluaran
Maluku Tenggara Barat,Maluku,Daging ayam kampung,2022,0.002,105.04,Low,Low
Maluku Tenggara,Maluku,Daging ayam kampung,2022,0.011,900.23,Medium,Medium
Maluku Tengah,Maluku,Daging ayam kampung,2022,0.011,670.93,Medium,Medium
Buru,Maluku,Daging ayam kampung,2022,0.015,814.43,Medium,Medium
Kepulauan Aru,Maluku,Daging ayam kampung,2022,0.002,131.76,Low,Low
Seram Bagian Barat,Maluku,Daging ayam kampung,2022,0.004,244.21,Low,Low
Seram Bagian Timur,Maluku,Daging ayam kampung,2022,0.005,357.82,Low,Low
Maluku Barat Daya,Maluku,Daging ayam kampung,2022,0.012,1141.66,Medium,Medium
Buru Selatan,Maluku,Daging ayam kampung,2022,0.006,344.36,Low,Low
Kota Ambon,Maluku,Daging ayam kampung,2022,0.005,275.18,Low,Low
Kota Tual,Maluku,Daging ayam kampung,2022,0.004,410.76,Low,Low
Halmahera Barat,Maluku Utara,Daging ayam kampung,2022,0.01,607.02,Medium,Low
Halmahera Tengah,Maluku Utara,Daging ayam kampung,2022,0.006,385.36,Low,Low
Kepulauan Sula,Maluku Utara,Daging ayam kampung,2022,0.006,404.65,Low,Low
Halmahera Selatan,Maluku Utara,Daging ayam kampung,2022,0.006,408.25,Low,Low
Halmahera Utara,Maluku Utara,Daging ayam kampung,2022,0.025,1863.31,Medium,Medium
Halmahera Timur,Maluku Utara,Daging ayam kampung,2022,0.011,776.59,Medium,Medium
Pulau Morotai,Maluku Utara,Daging ayam kampung,2022,0.013,1076.21,Medium,Medium
Pulau Taliabu,Maluku Utara,Daging ayam kampung,2022,0.013,840.52,Medium,Medium
Kota Ternate,Maluku Utara,Daging ayam kampung,2022,0.007,425.04,Low,Low
Kota Tidore Kepulauan,Maluku Utara,Daging ayam kampung,2022,0.006,355.39,Low,Low
Fakfak,Papua Barat,Daging ayam kampung,2022,0.009,587.95,Medium,Low
Kaimana,Papua Barat,Daging ayam kampung,2022,0.011,562.18,Medium,Low
Teluk Wondama,Papua Barat,Daging ayam kampung,2022,0.015,1088.57,Medium,Medium
Teluk Bintuni,Papua Barat,Daging ayam kampung,2022,0.013,1260.24,Medium,Medium
Manokwari,Papua Barat,Daging ayam kampung,2022,0.02,2344.38,Medium,High
Manokwari Selatan,Papua Barat,Daging ayam kampung,2022,0.016,1183.94,Medium,Medium
Pegunungan Arfak,Papua Barat,Daging ayam kampung,2022,0.028,2199.37,Medium,High
Raja Ampat,Papua Barat,Daging ayam kampung,2022,0.008,730.41,Low,Medium
Sorong,Papua Barat,Daging ayam kampung,2022,0.013,959.33,Medium,Medium
Sorong Selatan,Papua Barat,Daging ayam kampung,2022,0.003,248.5,Low,Low
Maybrat,Papua Barat,Daging ayam kampung,2022,0.016,1152.54,Medium,Medium
Tambrauw,Papua Barat,Daging ayam kampung,2022,0.003,153.35,Low,Low
Kota Sorong,Papua Barat,Daging ayam kampung,2022,0.004,460.19,Low,Low
Jayapura,Papua,Daging ayam kampung,2022,0.003,363.99,Low,Low
Kepulauan Yapen,Papua,Daging ayam kampung,2022,0.006,234.02,Low,Low
Biak Numfor,Papua,Daging ayam kampung,2022,0.004,210.15,Low,Low
Sarmi,Papua,Daging ayam kampung,2022,0.003,206.57,Low,Low
Keerom,Papua,Daging ayam kampung,2022,0.011,614.85,Medium,Low
Waropen,Papua,Daging ayam kampung,2022,0.007,501.52,Low,Low
Supiori,Papua,Daging ayam kampung,2022,0.007,380.06,Low,Low
Mamberamo Raya,Papua,Daging ayam kampung,2022,0.038,1650.94,High,Medium
Kota Jayapura,Papua,Daging ayam kampung,2022,0.006,514.47,Low,Low
Merauke,Papua,Daging ayam kampung,2022,0.038,2676.74,High,High
Boven Digoel,Papua,Daging ayam kampung,2022,0.004,431.69,Low,Low
Mappi,Papua,Daging ayam kampung,2022,0.006,493.18,Low,Low
Asmat,Papua,Daging ayam kampung,2022,0.008,808.9,Low,Medium
Mimika,Papua,Daging ayam kampung,2022,0.005,372.66,Low,Low
Dogiyai,Papua,Daging ayam kampung,2022,0.055,2001.8,High,High
Deiyai,Papua,Daging ayam kampung,2022,,,Unknown,Unknown
Nabire,Papua,Daging ayam kampung,2022,0.012,968.06,Medium,Medium
Paniai,Papua,Daging ayam kampung,2022,0.006,292.03,Low,Low
Intan Jaya,Papua,Daging ayam kampung,2022,0.001,85.94,Low,Low
Puncak,Papua,Daging ayam kampung,2022,,,Unknown,Unknown
Puncak Jaya,Papua,Daging ayam kampung,2022,0.103,16209.18,High,High
Nduga,Papua,Daging ayam kampung,2022,0.02,5977.28,Medium,High
Jayawijaya,Papua,Daging ayam kampung,2022,0.018,1618.65,Medium,Medium
Lanny Jaya,Papua,Daging ayam kampung,2022,0.01,968.79,Medium,Medium
Tolikara,Papua,Daging ayam kampung,2022,0.034,4272.43,Medium,High
Mamberamo Tengah,Papua,Daging ayam kampung,2022,0.011,1783.45,Medium,Medium
Yalimo,Papua,Daging ayam kampung,2022,0.059,8110.74,High,High
Yahukimo,Papua,Daging ayam kampung,2022,0.052,4667.53,High,High
Pegunungan Bintang,Papua,Daging ayam kampung,2022,0.043,3674.88,High,High
Simeulue,Aceh,Daging sapi,2023,0.001,222.01,Low,Low
Aceh Singkil,Aceh,Daging sapi,2023,,32.23,Unknown,Low
Aceh Selatan,Aceh,Daging sapi,2023,0.001,127.37,Low,Low
Aceh Tenggara,Aceh,Daging sapi,2023,0.007,1026.07,Low,Medium
Aceh Timur,Aceh,Daging sapi,2023,0.002,317.78,Low,Low
Aceh Tengah,Aceh,Daging sapi,2023,0.006,993.58,Low,Medium
Aceh Barat,Aceh,Daging sapi,2023,0.005,723.53,Low,Medium
Aceh Besar,Aceh,Daging sapi,2023,0.004,604.03,Low,Low
Pidie,Aceh,Daging sapi,2023,0.003,422.81,Low,Low
Bireuen,Aceh,Daging sapi,2023,0.005,836.36,Low,Medium
Aceh Utara,Aceh,Daging sapi,2023,0.008,1136.6,Low,Medium
Aceh Barat Daya,Aceh,Daging sapi,2023,0.001,202.32,Low,Low
Gayo Lues,Aceh,Daging sapi,2023,0.014,2208.76,Medium,High
Aceh Tamiang,Aceh,Daging sapi,2023,0.006,758.57,Low,Medium
Nagan Raya,Aceh,Daging sapi,2023,0.06,9583.09,High,High
Aceh Jaya,Aceh,Daging sapi,2023,0.003,452.37,Low,Low
Bener Meriah,Aceh,Daging sapi,2023,0.001,163.24,Low,Low
Pidie Jaya,Aceh,Daging sapi,2023,0.002,406.67,Low,Low
Kota Banda Aceh,Aceh,Daging sapi,2023,0.017,2653.62,Medium,High
Kota Sabang,Aceh,Daging sapi,2023,0.004,866.31,Low,Medium
Kota Langsa,Aceh,Daging sapi,2023,0.004,562.69,Low,Low
Kota Lhokseumawe,Aceh,Daging sapi,2023,0.001,187.73,Low,Low
Kota Subulussalam,Aceh,Daging sapi,2023,0.001,91.37,Low,Low
Nias,Sumatera Utara,Daging sapi,2023,,19.57,Unknown,Low
Mandailing Natal,Sumatera Utara,Daging sapi,2023,0.002,244.36,Low,Low
Tapanuli Selatan,Sumatera Utara,Daging sapi,2023,0.001,156.18,Low,Low
Tapanuli Tengah,Sumatera Utara,Daging sapi,2023,,34.08,Unknown,Low
Tapanuli Utara,Sumatera Utara,Daging sapi,2023,,40.2,Unknown,Low
Toba Samosir,Sumatera Utara,Daging sapi,2023,0.002,163.15,Low,Low
Labuhan Batu,Sumatera Utara,Daging sapi,2023,0.004,494.27,Low,Low
Asahan,Sumatera Utara,Daging sapi,2023,0.002,221.18,Low,Low
Simalungun,Sumatera Utara,Daging sapi,2023,0.001,87.99,Low,Low
Dairi,Sumatera Utara,Daging sapi,2023,0.002,310.32,Low,Low
Karo,Sumatera Utara,Daging sapi,2023,0.004,525.07,Low,Low
Deli Serdang,Sumatera Utara,Daging sapi,2023,0.004,629.76,Low,Medium
Langkat,Sumatera Utara,Daging sapi,2023,0.007,802.7,Low,Medium
Nias Selatan,Sumatera Utara,Daging sapi,2023,,,Unknown,Unknown
Humbang Hasundutan,Sumatera Utara,Daging sapi,2023,,19.57,Unknown,Low
Pakpak Bharat,Sumatera Utara,Daging sapi,2023,0.001,82.85,Low,Low
Samosir,Sumatera Utara,Daging sapi,2023,0.001,88.83,Low,Low
Serdang Bedagai,Sumatera Utara,Daging sapi,2023,0.005,618.97,Low,Medium
Batu Bara,Sumatera Utara,Daging sapi,2023,0.003,384.46,Low,Low
Padang Lawas Utara,Sumatera Utara,Daging sapi,2023,0.004,441.18,Low,Low
Padang Lawas,Sumatera Utara,Daging sapi,2023,0.003,409.75,Low,Low
Labuhan Batu Selatan,Sumatera Utara,Daging sapi,2023,0.002,318.25,Low,Low
Labuhan Batu Utara,Sumatera Utara,Daging sapi,2023,0.002,242.26,Low,Low
Nias Utara,Sumatera Utara,Daging sapi,2023,,,Unknown,Unknown
Nias Barat,Sumatera Utara,Daging sapi,2023,,,Unknown,Unknown
Kota Sibolga,Sumatera Utara,Daging sapi,2023,,7.02,Unknown,Low
Kota Tanjung Balai,Sumatera Utara,Daging sapi,2023,0.002,240.53,Low,Low
Kota Pematang Siantar,Sumatera Utara,Daging sapi,2023,0.005,718.52,Low,Medium
Kota Tebing Tinggi,Sumatera Utara,Daging sapi,2023,0.003,473.61,Low,Low
Kota Medan,Sumatera Utara,Daging sapi,2023,0.01,1451.56,Medium,Medium
Kota Binjai,Sumatera Utara,Daging sapi,2023,0.007,1012.14,Low,Medium
Kota Padangsidimpuan,Sumatera Utara,Daging sapi,2023,0.008,947.95,Low,Medium
Kota Gunungsitoli,Sumatera Utara,Daging sapi,2023,,,Unknown,Unknown
Kepulauan Mentawai,Sumatera Barat,Daging sapi,2023,0.001,77.04,Low,Low
Pesisir Selatan,Sumatera Barat,Daging sapi,2023,0.001,107.79,Low,Low
Solok,Sumatera Barat,Daging sapi,2023,0.007,994.65,Low,Medium
Sijunjung,Sumatera Barat,Daging sapi,2023,0.007,973.77,Low,Medium
Tanah Datar,Sumatera Barat,Daging sapi,2023,0.015,2075.67,Medium,High
Padang Pariaman,Sumatera Barat,Daging sapi,2023,0.011,1549.37,Medium,Medium
Agam,Sumatera Barat,Daging sapi,2023,0.011,1628.44,Medium,Medium
Lima Puluh Kota,Sumatera Barat,Daging sapi,2023,0.006,787.66,Low,Medium
Pasaman,Sumatera Barat,Daging sapi,2023,0.004,571.34,Low,Low
Solok Selatan,Sumatera Barat,Daging sapi,2023,0.004,586.55,Low,Low
Dharmasraya,Sumatera Barat,Daging sapi,2023,0.007,1021.31,Low,Medium
Pasaman Barat,Sumatera Barat,Daging sapi,2023,0.001,110.43,Low,Low
Kota Padang,Sumatera Barat,Daging sapi,2023,0.01,1513.68,Medium,Medium
Kota Solok,Sumatera Barat,Daging sapi,2023,0.019,2572.09,Medium,High
Kota Sawah Lunto,Sumatera Barat,Daging sapi,2023,0.019,2636.02,Medium,High
Kota Padang Panjang,Sumatera Barat,Daging sapi,2023,0.029,4317.98,Medium,High
Kota Bukittinggi,Sumatera Barat,Daging sapi,2023,0.021,3101.33,Medium,High
Kota Payakumbuh,Sumatera Barat,Daging sapi,2023,0.016,2223.19,Medium,High
Kota Pariaman,Sumatera Barat,Daging sapi,2023,0.007,971.29,Low,Medium
Kuantan Singingi,Riau,Daging sapi,2023,0.002,311.36,Low,Low
Indragiri Hulu,Riau,Daging sapi,2023,0.005,829.16,Low,Medium
Indragiri Hilir,Riau,Daging sapi,2023,0.001,163.06,Low,Low
Pelalawan,Riau,Daging sapi,2023,0.002,334.53,Low,Low
Siak,Riau,Daging sapi,2023,0.006,769.95,Low,Medium
Kampar,Riau,Daging sapi,2023,0.007,971.35,Low,Medium
Rokan Hulu,Riau,Daging sapi,2023,0.006,921.96,Low,Medium
Bengkalis,Riau,Daging sapi,2023,0.007,1066.18,Low,Medium
Rokan Hilir,Riau,Daging sapi,2023,0.002,246.99,Low,Low
Kepulauan Meranti,Riau,Daging sapi,2023,0.003,392.28,Low,Low
Kota Pekanbaru,Riau,Daging sapi,2023,0.012,1967.2,Medium,High
Kota Dumai,Riau,Daging sapi,2023,0.004,678.95,Low,Medium
Kerinci,Jambi,Daging sapi,2023,0.016,2633.18,Medium,High
Merangin,Jambi,Daging sapi,2023,0.003,479.39,Low,Low
Sarolangun,Jambi,Daging sapi,2023,0.005,736.37,Low,Medium
Batang Hari,Jambi,Daging sapi,2023,0.01,1455.05,Medium,Medium
Muaro Jambi,Jambi,Daging sapi,2023,0.008,1059.39,Low,Medium
Tanjung Jabung Timur,Jambi,Daging sapi,2023,0.001,138.74,Low,Low
Tanjung Jabung Barat,Jambi,Daging sapi,2023,0.003,467.1,Low,Low
Tebo,Jambi,Daging sapi,2023,0.003,405.35,Low,Low
Bungo,Jambi,Daging sapi,2023,0.003,460.49,Low,Low
Kota Jambi,Jambi,Daging sapi,2023,0.007,1131.19,Low,Medium
Kota Sungai Penuh,Jambi,Daging sapi,2023,0.02,2696.91,Medium,High
Ogan Komering Ulu,Sumatera Selatan,Daging sapi,2023,0.006,814.77,Low,Medium
Ogan Komering Ilir,Sumatera Selatan,Daging sapi,2023,0.001,90.84,Low,Low
Muara Enim,Sumatera Selatan,Daging sapi,2023,0.003,384.63,Low,Low
Lahat,Sumatera Selatan,Daging sapi,2023,0.008,1103.44,Low,Medium
Musi Rawas,Sumatera Selatan,Daging sapi,2023,0.004,535.52,Low,Low
Musi Banyuasin,Sumatera Selatan,Daging sapi,2023,0.006,625.83,Low,Medium
Banyu Asin,Sumatera Selatan,Daging sapi,2023,0.006,737.92,Low,Medium
Ogan Komering Ulu Selatan,Sumatera Selatan,Daging sapi,2023,0.002,268.97,Low,Low
Ogan Komering Ulu Timur,Sumatera Selatan,Daging sapi,2023,0.002,239.58,Low,Low
Ogan Ilir,Sumatera Selatan,Daging sapi,2023,0.001,197.07,Low,Low
Empat Lawang,Sumatera Selatan,Daging sapi,2023,0.007,916.59,Low,Medium
Penukal Abab Lematang Ilir,Sumatera Selatan,Daging sapi,2023,0.004,573.03,Low,Low
Musi Rawas Utara,Sumatera Selatan,Daging sapi,2023,0.008,1283.91,Low,Medium
Kota Palembang,Sumatera Selatan,Daging sapi,2023,0.011,1625.95,Medium,Medium
Kota Prabumulih,Sumatera Selatan,Daging sapi,2023,0.008,1088.73,Low,Medium
Kota Pagar Alam,Sumatera Selatan,Daging sapi,2023,0.007,819.44,Low,Medium
Kota Lubuklinggau,Sumatera Selatan,Daging sapi,2023,0.009,1190.51,Medium,Medium
Bengkulu Selatan,Bengkulu,Daging sapi,2023,0.004,475.34,Low,Low
Rejang Lebong,Bengkulu,Daging sapi,2023,0.003,496.71,Low,Low
Bengkulu Utara,Bengkulu,Daging sapi,2023,0.005,748.23,Low,Medium
Kaur,Bengkulu,Daging sapi,2023,0.012,1553.01,Medium,Medium
Seluma,Bengkulu,Daging sapi,2023,0.003,338.48,Low,Low
Mukomuko,Bengkulu,Daging sapi,2023,0.001,159.58,Low,Low
Lebong,Bengkulu,Daging sapi,2023,0.006,768.89,Low,Medium
Kepahiang,Bengkulu,Daging sapi,2023,0.003,345.86,Low,Low
Bengkulu Tengah,Bengkulu,Daging sapi,2023,0.003,378.24,Low,Low
Kota Bengkulu,Bengkulu,Daging sapi,2023,0.007,986.67,Low,Medium
Lampung Barat,Lampung,Daging sapi,2023,0.002,269.8,Low,Low
Tanggamus,Lampung,Daging sapi,2023,0.001,207.88,Low,Low
Lampung Selatan,Lampung,Daging sapi,2023,0.002,322.28,Low,Low
Lampung Timur,Lampung,Daging sapi,2023,0.001,89.11,Low,Low
Lampung Tengah,Lampung,Daging sapi,2023,0.001,121.59,Low,Low
Lampung Utara,Lampung,Daging sapi,2023,0.001,200.53,Low,Low
Way Kanan,Lampung,Daging sapi,2023,0.005,673.35,Low,Medium
Tulangbawang,Lampung,Daging sapi,2023,0.001,98.96,Low,Low
Pesawaran,Lampung,Daging sapi,2023,0.002,290.13,Low,Low
Pringsewu,Lampung,Daging sapi,2023,0.002,346.6,Low,Low
Mesuji,Lampung,Daging sapi,2023,,35.95,Unknown,Low
Tulang Bawang Barat,Lampung,Daging sapi,2023,0.001,149.17,Low,Low
Pesisir Barat,Lampung,Daging sapi,2023,0.004,489.42,Low,Low
Kota Bandar Lampung,Lampung,Daging sapi,2023,0.008,1229.09,Low,Medium
Kota Metro,Lampung,Daging sapi,2023,0.003,385.3,Low,Low
Bangka,Bangka Belitung,Daging sapi,2023,0.011,1634.65,Medium,Medium
Belitung,Bangka Belitung,Daging sapi,2023,0.007,1033.28,Low,Medium
Bangka Barat,Bangka Belitung,Daging sapi,2023,0.014,2045.93,Medium,High
Bangka Tengah,Bangka Belitung,Daging sapi,2023,0.016,2189.84,Medium,High
Bangka Selatan,Bangka Belitung,Daging sapi,2023,0.013,1899.12,Medium,High
Belitung Timur,Bangka Belitung,Daging sapi,2023,0.007,1044.74,Low,Medium
Kota Pangkal Pinang,Bangka Belitung,Daging sapi,2023,0.025,3475.98,Medium,High
Karimun,Kepulauan Riau,Daging sapi,2023,0.008,818.65,Low,Medium
Bintan,Kepulauan Riau,Daging sapi,2023,0.008,775.1,Low,Medium
Natuna,Kepulauan Riau,Daging sapi,2023,0.007,886.39,Low,Medium
Lingga,Kepulauan Riau,Daging sapi,2023,,12.39,Unknown,Low
Kepulauan Anambas,Kepulauan Riau,Daging sapi,2023,0.007,836.92,Low,Medium
Kota Batam,Kepulauan Riau,Daging sapi,2023,0.012,1274.09,Medium,Medium
Kota Tanjung Pinang,Kepulauan Riau,Daging sapi,2023,0.01,1177.07,Medium,Medium
Kep. Seribu,DKI Jakarta,Daging sapi,2023,0.039,3498.27,High,High
Kota Jakarta Selatan,DKI Jakarta,Daging sapi,2023,0.05,6117.01,High,High
Kota Jakarta Timur,DKI Jakarta,Daging sapi,2023,0.052,6595.16,High,High
Kota Jakarta Pusat,DKI Jakarta,Daging sapi,2023,0.033,3921.5,Medium,High
Kota Jakarta Barat,DKI Jakarta,Daging sapi,2023,0.04,5379.32,High,High
Kota Jakarta Utara,DKI Jakarta,Daging sapi,2023,0.034,4488.33,Medium,High
Bogor,Jawa Barat,Daging sapi,2023,0.01,1476.9,Medium,Medium
Sukabumi,Jawa Barat,Daging sapi,2023,0.01,1410.06,Medium,Medium
Cianjur,Jawa Barat,Daging sapi,2023,0.006,733.12,Low,Medium
Bandung,Jawa Barat,Daging sapi,2023,0.009,1156.7,Medium,Medium
Garut,Jawa Barat,Daging sapi,2023,0.003,364.74,Low,Low
Tasikmalaya,Jawa Barat,Daging sapi,2023,0.007,782,Low,Medium
Ciamis,Jawa Barat,Daging sapi,2023,0.006,856.34,Low,Medium
Kuningan,Jawa Barat,Daging sapi,2023,0.008,1067.51,Low,Medium
Cirebon,Jawa Barat,Daging sapi,2023,0.005,667.57,Low,Medium
Majalengka,Jawa Barat,Daging sapi,2023,0.004,555.88,Low,Low
Sumedang,Jawa Barat,Daging sapi,2023,0.005,731,Low,Medium
Indramayu,Jawa Barat,Daging sapi,2023,0.005,801.72,Low,Medium
Subang,Jawa Barat,Daging sapi,2023,0.006,871.67,Low,Medium
Purwakarta,Jawa Barat,Daging sapi,2023,0.008,1141.59,Low,Medium
Karawang,Jawa Barat,Daging sapi,2023,0.007,1045.99,Low,Medium
Bekasi,Jawa Barat,Daging sapi,2023,0.013,1778.2,Medium,Medium
Bandung Barat,Jawa Barat,Daging sapi,2023,0.008,1154.55,Low,Medium
Pangandaran,Jawa Barat,Daging sapi,2023,0.006,799.68,Low,Medium
Kota Bogor,Jawa Barat,Daging sapi,2023,0.015,2820.72,Medium,High
Kota Sukabumi,Jawa Barat,Daging sapi,2023,0.011,2217.69,Medium,High
Kota Bandung,Jawa Barat,Daging sapi,2023,0.021,3868.8,Medium,High
Kota Cirebon,Jawa Barat,Daging sapi,2023,0.015,2628.67,Medium,High
Kota Bekasi,Jawa Barat,Daging sapi,2023,0.036,4966.14,High,High
Kota Depok,Jawa Barat,Daging sapi,2023,0.024,4303.09,Medium,High
Kota Cimahi,Jawa Barat,Daging sapi,2023,0.015,2354.51,Medium,High
Kota Tasikmalaya,Jawa Barat,Daging sapi,2023,0.013,1999.75,Medium,High
Kota Banjar,Jawa Barat,Daging sapi,2023,0.016,1789.63,Medium,Medium
Cilacap,Jawa Tengah,Daging sapi,2023,0.002,219.04,Low,Low
Banyumas,Jawa Tengah,Daging sapi,2023,0.004,613.46,Low,Low
Purbalingga,Jawa Tengah,Daging sapi,2023,0.001,139.73,Low,Low
Banjarnegara,Jawa Tengah,Daging sapi,2023,0.007,819.46,Low,Medium
Kebumen,Jawa Tengah,Daging sapi,2023,0.002,277.85,Low,Low
Purworejo,Jawa Tengah,Daging sapi,2023,0.004,639.65,Low,Medium
Wonosobo,Jawa Tengah,Daging sapi,2023,0.006,857.57,Low,Medium
Magelang,Jawa Tengah,Daging sapi,2023,0.003,483.34,Low,Low
Boyolali,Jawa Tengah,Daging sapi,2023,0.002,316.83,Low,Low
Klaten,Jawa Tengah,Daging sapi,2023,0.002,281.49,Low,Low
Sukoharjo,Jawa Tengah,Daging sapi,2023,0.005,753.74,Low,Medium
Wonogiri,Jawa Tengah,Daging sapi,2023,0.005,549.4,Low,Low
Karanganyar,Jawa Tengah,Daging sapi,2023,0.004,555.55,Low,Low
Sragen,Jawa Tengah,Daging sapi,2023,0.003,379.29,Low,Low
Grobogan,Jawa Tengah,Daging sapi,2023,0.002,211.17,Low,Low
Blora,Jawa Tengah,Daging sapi,2023,0.005,636.41,Low,Medium
Rembang,Jawa Tengah,Daging sapi,2023,0.003,424.31,Low,Low
Pati,Jawa Tengah,Daging sapi,2023,0.01,1314.96,Medium,Medium
Kudus,Jawa Tengah,Daging sapi,2023,0.002,317.31,Low,Low
Jepara,Jawa Tengah,Daging sapi,2023,0.001,116.74,Low,Low
Demak,Jawa Tengah,Daging sapi,2023,0.006,715.3,Low,Medium
Semarang,Jawa Tengah,Daging sapi,2023,0.008,1032.7,Low,Medium
Temanggung,Jawa Tengah,Daging sapi,2023,0.004,455.05,Low,Low
Kendal,Jawa Tengah,Daging sapi,2023,0.005,625.33,Low,Medium
Batang,Jawa Tengah,Daging sapi,2023,0.005,703.39,Low,Medium
Pekalongan,Jawa Tengah,Daging sapi,2023,0.006,781.72,Low,Medium
Pemalang,Jawa Tengah,Daging sapi,2023,0.004,494.36,Low,Low
Tegal,Jawa Tengah,Daging sapi,2023,0.002,197.4,Low,Low
Brebes,Jawa Tengah,Daging sapi,2023,0.001,185.22,Low,Low
Kota Magelang,Jawa Tengah,Daging sapi,2023,0.007,956.76,Low,Medium
Kota Surakarta,Jawa Tengah,Daging sapi,2023,0.007,981.26,Low,Medium
Kota Salatiga,Jawa Tengah,Daging sapi,2023,0.013,2022.12,Medium,High
Kota Semarang,Jawa Tengah,Daging sapi,2023,0.008,1108.73,Low,Medium
Kota Pekalongan,Jawa Tengah,Daging sapi,2023,0.008,1023.16,Low,Medium
Kota Tegal,Jawa Tengah,Daging sapi,2023,0.002,226.63,Low,Low
Kulon Progo,Daerah Istimewa Yogyakarta,Daging sapi,2023,0.001,186.57,Low,Low
Bantul,Daerah Istimewa Yogyakarta,Daging sapi,2023,0.008,1095.68,Low,Medium
Gunung Kidul,Daerah Istimewa Yogyakarta,Daging sapi,2023,0.001,206.71,Low,Low
Sleman,Daerah Istimewa Yogyakarta,Daging sapi,2023,0.006,1155.52,Low,Medium
Kota Yogyakarta,Daerah Istimewa Yogyakarta,Daging sapi,2023,0.009,1147.67,Medium,Medium
Pacitan,Jawa Timur,Daging sapi,2023,0.002,316.88,Low,Low
Ponorogo,Jawa Timur,Daging sapi,2023,0.004,538.11,Low,Low
Trenggalek,Jawa Timur,Daging sapi,2023,0.004,458.43,Low,Low
Tulungagung,Jawa Timur,Daging sapi,2023,0.006,646.24,Low,Medium
Blitar,Jawa Timur,Daging sapi,2023,0.005,565.85,Low,Low
Kediri,Jawa Timur,Daging sapi,2023,0.005,645.1,Low,Medium
Malang,Jawa Timur,Daging sapi,2023,0.011,1357.05,Medium,Medium
Lumajang,Jawa Timur,Daging sapi,2023,0.025,3078.24,Medium,High
Jember,Jawa Timur,Daging sapi,2023,0.009,1085.6,Medium,Medium
Banyuwangi,Jawa Timur,Daging sapi,2023,0.008,1018.95,Low,Medium
Bondowoso,Jawa Timur,Daging sapi,2023,0.009,992.11,Medium,Medium
Situbondo,Jawa Timur,Daging sapi,2023,0.006,783.01,Low,Medium
Probolinggo,Jawa Timur,Daging sapi,2023,0.009,944.36,Medium,Medium
Pasuruan,Jawa Timur,Daging sapi,2023,0.01,1024.05,Medium,Medium
Sidoarjo,Jawa Timur,Daging sapi,2023,0.036,4681.58,High,High
Mojokerto,Jawa Timur,Daging sapi,2023,0.024,3005.32,Medium,High
Jombang,Jawa Timur,Daging sapi,2023,0.016,1562.49,Medium,Medium
Nganjuk,Jawa Timur,Daging sapi,2023,0.006,593.03,Low,Low
Madiun,Jawa Timur,Daging sapi,2023,0.004,558.89,Low,Low
Magetan,Jawa Timur,Daging sapi,2023,0.003,463.67,Low,Low
Ngawi,Jawa Timur,Daging sapi,2023,,23.18,Unknown,Low
Bojonegoro,Jawa Timur,Daging sapi,2023,0.01,1182.76,Medium,Medium
Tuban,Jawa Timur,Daging sapi,2023,0.014,1639.54,Medium,Medium
Lamongan,Jawa Timur,Daging sapi,2023,0.01,1241.76,Medium,Medium
Gresik,Jawa Timur,Daging sapi,2023,0.019,2336.6,Medium,High
Bangkalan,Jawa Timur,Daging sapi,2023,0.019,2196.11,Medium,High
Sampang,Jawa Timur,Daging sapi,2023,0.01,1055.8,Medium,Medium
Pamekasan,Jawa Timur,Daging sapi,2023,0.018,2003.63,Medium,High
Sumenep,Jawa Timur,Daging sapi,2023,0.023,2674,Medium,High
Kota Kediri,Jawa Timur,Daging sapi,2023,0.011,1223.97,Medium,Medium
Kota Blitar,Jawa Timur,Daging sapi,2023,0.006,905.12,Low,Medium
Kota Malang,Jawa Timur,Daging sapi,2023,0.018,2755.48,Medium,High
Kota Probolinggo,Jawa Timur,Daging sapi,2023,0.014,1652.91,Medium,Medium
Kota Pasuruan,Jawa Timur,Daging sapi,2023,0.014,1750.75,Medium,Medium
Kota Mojokerto,Jawa Timur,Daging sapi,2023,0.023,2857.46,Medium,High
Kota Madiun,Jawa Timur,Daging sapi,2023,0.016,2390.23,Medium,High
Kota Surabaya,Jawa Timur,Daging sapi,2023,0.037,5094.06,High,High
Kota Batu,Jawa Timur,Daging sapi,2023,0.016,1933.27,Medium,High
Pandeglang,Banten,Daging sapi,2023,0.001,166.18,Low,Low
Lebak,Banten,Daging sapi,2023,0.002,233.6,Low,Low
Tangerang,Banten,Daging sapi,2023,0.006,759.62,Low,Medium
Serang,Banten,Daging sapi,2023,0.003,407.19,Low,Low
Kota Tangerang,Banten,Daging sapi,2023,0.03,4547.32,Medium,High
Kota Cilegon,Banten,Daging sapi,2023,0.013,1761.26,Medium,Medium
Kota Serang,Banten,Daging sapi,2023,0.008,1217.85,Low,Medium
Kota Tangerang Selatan,Banten,Daging sapi,2023,0.028,3817.6,Medium,High
Jembrana,Bali,Daging sapi,2023,0.002,189.24,Low,Low
Tabanan,Bali,Daging sapi,2023,0.002,269.28,Low,Low
Badung,Bali,Daging sapi,2023,0.001,95.41,Low,Low
Gianyar,Bali,Daging sapi,2023,0.002,258.11,Low,Low
